clean_message,label
that was three in the last half hour a and two about k south from santiago chile,earthquake
santiago and usgs are trending topic just because the new earthquake in chile,earthquake
and the earthquakes keep coming miles from santiago followed shortly by a yimes,earthquake
another quake this morning in santiago no damage in valdivia getting used to it life goes on while the media creates fear,earthquake
im in santiago and the earth keep shaking bt the earthquakes here are pieces of cake lol,earthquake
rt ahoo happening now magnitude earthquake strikes santiago chile visit yahoo news for updated coverage httpbitlyaadtth,earthquake
santiago and chile are tt the bad news is they are tt because of the earthquake,earthquake
iopatito only understand chile santiago xd ali say me she is ok all its ok with the aftershocks,earthquake
three major aftershocks shook the ground here in santiago and the ground keeps moving from time to time now im a little scared,earthquake
amchile are you ok i just got access to internet all fine santiago is shaken not stirred whereabouts are you today,earthquake
today strong aftershocks have hit the southern part of chile about two hours away from santiago,earthquake
earthquake today in santiago de chilethis video shows the secondhttpwwwyoutubecomwatchvwyzvykpybm,earthquake
everything ok here in santiago certainly we have respect for these aftershocks cheers to my friends of spanishdict,earthquake
rt ikeportnoydt just had our th aftershock of the day here in santiago cant wait to play the show and get the hell outta here lol,earthquake
rt ikeportnoydt we came to santiago to play for our great fans hereim sorry if the constant aftershocks httptlgdfnpme,floods
ritneyspears how do you do that after the earthquake in chile i must wait a couple of months greetings from santiago chile,earthquake
ukeedgemon yes i live in santiago here was richter uu and say it to your family thanks you for your support lt,earthquake
since the earthquake the santiago airport is still operating out of tents httpbitlydbfbuo,earthquake
today im going to talca to see my cousins and then to help the victims of the earthquake in concepcion,earthquake
waiting for the earthquakes to finally stop in santiago chile,earthquake
onasupdates no in santiago no but the saturday there was a strong quake and from the college we return to the house l,earthquake
if you happen to be in santiago chile during the aftershocks why not try some comfort food at my safe home,earthquake
rt strosoichi httptwitpiccomdeq concepcion chile three weeks after the earthquake httpmylocmelrdv,earthquake
rt lkapranos driving to gig in santiago tonight just passed over a bridge buckled in last quake otherwise nothing unusual,earthquake
httptwitpiccomel daughterss bedroom before the earthquake santiago chile,earthquake
rt strosoichi httptwitpiccomdeq concepcion chile three weeks after the earthquake,earthquake
uanedonecker here is santiago there are aftershocks all the time and i cant stand it there was one minutes ago im with insomnia,earthquake
rt asa rt astrosoichi httptwitpiccomdeq concepcion chile three weeks after the earthquake,floods
rt strosoichi httptwitpiccomdeq concepcion chile three weeks after the earthquake via nasa,earthquake
didnt see much damage of the earthquake in santiago some minor damage to the ceiling of the airport thats all what i noticed,earthquake
rt pacetesix chile needs fund relief imagine rt wiredscience chile quake moved the city of concepcion feet to the west ht,earthquake
no aftershocks just powercuts to contend with now in santiago,earthquake
httptwitpiccomuvbv pics before the earthquake la moneda cultural center santiago exhibition ancient china and the terracotta a,floods
another strong aftershock in the south of chile that people on santiago felt also,earthquake
scary night richter at in concepcion and at cant go to traiguen today wil go see pinot and chardonays tomorrow,earthquake
a soldier patrols the debriscovered downtown talcahuano chile the chilean justice system will investigate why a httpbitlyaxkxyp,earthquake
rt earshapedspher home in santiago wow what a giant effing mess but i have a place to sleep and good friends who love me and wooh,earthquake
were the from the flood affected areas we have not received the watan card as well as no aid has been given,floods
here was so many flood chak shikarpur,floods
in our village kachipul flood has done very big damage our crop our business all have been destroyed but government has still not done any help of us,floods
in our village kachipulfloods has caused a lot of destruction it has destroyed our cropshouse as well as our livelihoodit has destroyed everything but the government has not helped us till now,floods
flood has caused a great damage in our kachipul village our crop our houses and our business everything has been destroyed still government has not helped us in any way,floods
flood has done great damage in our village kachipul our crop our homes and our business all have been ended but government has still not helped us,floods
in our village kachipul flood affected very drastically the flood destroys our crops our houses and all belongings the govt have not yet taken any steps to help us,floods
flood has done a lot of damage in our village kachipul our crop our homes and our business everything is gone but still the government has not provided us any help,floods
flood ruined our village kachipul our crops our home and our business all is destroyed but government did not provide any helpthey did not give the watan card to me and my father,floods
flood has done much destruction in our village kachipul we have lost our house crop and employment but the government hasnt given any help till the day we havent get our awatan card evenneither i nor abu hasnt got this,floods
flood has devastated our village kachipul much we have lost our crop house job and every thing but the government hasnt provided any help to us location vilage kachipul districtkambr shadadkot please visit our city kachipul,floods
in our village kachipul is effected by flood and we lost our home and almost everyone is lacked with food accomodation but government did not helped yet location vilage kachipul disttkambr shadadkot plz visit u city kachipul,floods
our village name is kachipul and due to flood we have lost our crop and our job and our government didnot come forward to help flood victims,floods
in our village kachipul flood has caused lot of damage to the crop our houses and jobs everything is finished but the government has still not helped us location village kachipul district kambr shahdadkot,floods
in our village kachipur flood has done great damage our crops homes and business all have been destroyed but the government has not helped us till now location is village kachipul district kambarshada,floods
in our village kachipul flood has deformed it completely and we lost our homescrop and work but government has not given help to us locationvilage kachipul disttkambr shahdadkt,floods
we are people our house has been immersedfloodedinundated completely and all property and livestock has been washed away by the flood and our house was in kachi i am telling the truth thank you,floods
we are brothers we got married month before the flood the flood has destroyed our house i am a metric student ans my brother is a fsc student we do not have our id cards due to which we cannot continue our studies homeless and helpless,floods
we both brothers got married one month before floods flood destroyed everything of us we have been homeless i am metric student my brother is fsc student we have also not received watan card therefore we have given up our studies now we are homeless and helpless,floods
we two brothers married one month before the floodthis flood has ruined our lifewe have no house to live we have nothingi am a matric student and my brother is fsc studentwe dont have citizenship card too and so we have left our studiesnow we are homeless and heipless,floods
there is a big loss for us in the flood the wedding of my daughter was ready to take place in days time everything is finished with the flood nothing is left for us now i am staying at camps along with my children and my national identity card is also not reached me whereas the family number of mine and my wife is,floods
please help me village gul khan laghari talkio khair pure nathan shah district sindhi union kandi chukhi flood loss victums no government help or aid plesae help me sender,floods
basti jam gulab pahore and basti ghulam haider pahore mouza pahoran uc chachran tehkhan pur distt rahim yar khan due to recent flood our houses has been completely damaged still were staying in tents and suffering from severe cold,floods
near about houses of basti jam gulab pahore and basti ghulam haidar pahore have been destroyed in the recent flood but no compensation has been provided till date we have just received one quilt from chief minister of punjab winter is making children sick,floods
area jam gulab pahore area ghulam haidar pahores almost houses have been damaged due to the recent flood dint receive housing compensation cm of punjab has given only one bedsheet per family and nothing else has been given due to cool weather children have been suffering from diseases,floods
area jam gulab pahore area ghulam haidar pahores almost houses have been damaged due to the recent flood dint receive housing compensation cm of punjab has given only one bedsheet per family and nothing else has been given due to cool weather children have been suffering from diseases,floods
almost houses have been destroyed in basti jam gulab pahore and in basti ghulam haidar pahore we have not received any compensation against the damage chief ministerpunjab has given us one quilt onlychildren are getting sick due to winter,earthquake
approx families of village jam gulab pahore village ghulam haidar pahore are ruined due to floodhouses are collapsedliving in campswe have only one razai for one family from cm punjab,floods
in the villages of jam gulab pahore and haidar pahore nearly houses have been collapsed and ruined because of halia flood we dont have houses to livechief minister of punjab gave a blanket per family and nothing else we got,floods
in district jamshoro lakhra power house residential colony there is in vacant quarters flood affected people are living but no one taking care of them please do something for them,floods
in distrct jamshoro lakhra power house residentional colony there is in vacant quarters flood affected people are living but no one taking care of them pleas do somethng for them,floods
in my village after collapse of whole infrastructure due to flood the majority of people is homeless in need of tents which are not available,floods
in my village after collapse of whole infrastructure due to flood the majority of people is homeless in need of tents which are not available,floods
in my village after collapse of whole infrastructure due to flood the majority of people is homeless in need of tents which are not available,floods
here flood has affected are we not valid for the pakistan nationality cardwe are requesting again and again for helpplease help us villag city kachipul distkamber shahdad kot taluka qubo plz vist kachipul city,floods
we are flood effected are we not register as a pakistani nationalitywe are requesting for you for the help please do help us something location villag city kachipul distkamber shahdad kot taluka qubo plz vist kachipul city,floods
village addu is one of the most affacted areas in recent floods,floods
i am from district layyah requesting u that my sisters home has been destroyed because of flood and problem is this that she never got a watan card and never got any relied from government,floods
i am in district layyahmy sisters house is ruined due to floodplease help us we are in a big trouble and we have not our watan debit card still,floods
i am sending this sms from layah district for my sister whose house has got destroyed in a flood so the problem she faces now is that she hasnt got any watan cardor any financial aid from the government she has children too,floods
my house has been destroyed in flood and i cannot build it again i am in trouble i have children and family,floods
my house is destroyed by flood it is not possible to rebuild now i am in real difficulty i have three small children all other members of the house are also distressed,floods
my house broken down due to floodsit cannot be repaired againme and my family are in trouble my kids are also in trouble,floods
my house has collapsed because of flood i am unable to make it again i am in grave difficulty my three little daughters and rest of my home members,floods
my vallag subhiana ghurbi nearested arias has ben damag in flood but the govt of punjb has bn neglected us again any helpwatan cardpls me listen again i help by god bein muslimheuman thank oblidging haji sultan ahmedvallag subhiana ghurbi,floods
dear sir a great flood has hit our place and there is nothing more saved here our house,floods
dear sir there has been great flood in our area and nothing has been saved here our homes fields mosque animals human beings,floods
new flood in jaffar abad after damaged tori band,floods
new flood in jaffarabad after damaged tori dam,floods
happy eid to allah team and family from kotly sattian raffana mubeen,floods
every thing is damage in my city to floodcity name dera allah yar tehsil jhat pat district jafarabad balochistan,earthquake
numerous breaches along the indus we saw one which threatens shikarpur more water may mean massive flooding in shikarpur,floods
our homes have colapsed due to breaches in manchar lake and we r now homeless plz save our children from bitter cold,floods
because of the flood i lost my home therefore i appeal for help from ghulam yaseen tahseel garhi khairo distt jacab aabad,floods
because of flood my house has fallen to ground it is an appeal for help from ghulam yaseen tehseelgarhi khairo district jacob aabad,floods
because of flood my house has fallen i need help from ghulam yaseen tahseel garhi khairo distt jacab aabad,floods
my house damagedfall down due to flood,floods
i lost everything in the flood my house my assets the situation has reached a point wherein i get to eat one day and someday i dont even i have not received my vetan card,floods
we lost every thing in flood our house things and fields destroyed it has reached bad that one day we had food the other day not,floods
reaching hyderabad with flood relief heading towards sukkur live tracking our progress at httpteethcompkblog,floods
salam i am wo badarzab gatkoto i am women we are not receiving food we are flood victims flood taken our homes and everthing,floods
floods have destroyed two rooms and help not received yet please help,floods
flood has destroyed our rooms and we have not received any help please help,floods
shafaqat from jampur just like ration fertilizers and seeds are given to those people who were not at all affected by flood how to stop this,floods
sir please help us we are flood effected people we did not got any id card of the nation sir you help us locationvillage kachipul districtkamber shahdadkot taluko qubo saeed khan,floods
sir g hum ne selab zada rishtidaron or kuch or logon k fe sabi billa madad k ha majboori k halat me kuch invest pr or doston ki madad se plz sir g a,fire
sir i request we krt ap ap k k kon kro justice of the united nations have a right to the national highway kon agr han ap waqe effecte flood affected people are madad krt,floods
sir we request un people that if you give aid in sindh please bring it directly to flood affected area in our district ngos work only on directions of mpa and mna we have no food tent or clean water please to all of us,earthquake
syed mazahir abbas mouza shahwali tehsil ali pur district muzaffar garh about housholds starvation no rescue team reached,floods
taluka kn shah district dadu is heavily affected by the flood,floods
i am from village alhadiino khaskheliwhy i am not receiving any material from englishmen in my villagei appeal to you let us have a ration i am a very troubled because i was living only on agricultural products which is now all drowned by flood,floods
thousands of flood victims in wahi,floods
i appeal to un and uk authorities that our employementcrops and all our endeavor and drinking water has been effected by flood in our area,floods
village alhadino khaskheil thatta uc chatto chand is my villagre which has destroyed by flood no ngo has came here for help and food has also not given to us so i request you please survey our village allhadino khaskheili and give us food and basic needs of life,floods
village allhadino khaskheli uc chatto chand dehe bela shalunka to walidad khaskheli out village is ruined due to floodno engos have provided us any aidhelp us,floods
village sehta sench union council channa taluka sehwan district jamshoro months have passed since flood water came in our villageno any aid has come to us except few un helicopters that had thrown wheat flour and biscuits during the very begining a,floods
waf is monitering the camps in hyd and jamshoro districts in jamshoro thousands flood victims from manjhand to nooriabad near abt km of road are living without tents under the burning sun and stromy rains children are crying out of hunger whe,floods
we have peaches garden which consist of trees and all of them were flow away by floodthere were also a big embankment around our garden which not only save of garden but also our villagenow the embnkment has completly dimalishedthe river has now,floods
what about flood victims of manchar lake where still water standing around the destroyed villages n people have no shelter against the chill,floods
with a request i am a flood victim belong to ghazi ghati have lost my home in the flood and suffering till now unfortntly we have been ignored by the ngos who committed corruption even by the political powers no aid came our way we need foo,floods
pakistan pkfloods need volunteers loc sindhgambat src meherzaidi,floods
our team of give a home is in sukkur as i write to you waterlevel is up to the roof top there are no government no ngos or any other relief help need of the hour is food and clothing,floods
ghambat khairpur s of villages submerged in water,floods
tropical storm sandy who miami for stop of the basicphysics halloween weekend tour abbymaroon show me how law students rollstarting to worry about hurricane sandy any amateur meteorologists want to weigh in httptcoeofeqyxm,storm
if this hurricane brings snow im going to lock myself in my apartment til it all melts notokay snowsucks,storm
about to get hit by a hurricane tuesday what,storm
hurricane sandy could be repeat of irene aka best weekend ever with margotmiller amp tristanpzhurrizard or a blizicane either way i dont like this storm coming our way mothernatureisbeingabitch,storm
this is the only hurricane sandy story you need for at least the next half hour or so httptcoqydvce,storm
hurricane sandy heading our way are you all preparedlast hurricane i left town and the storm was worse upstate so this one im gonna stay put shrug sandy,storm
cant wait for this new york hurricane aka its gonna rain outside,storm
how am i supposed to hurricane prep when im stuck workingtotally worried about my car for this storm especially since its like an inch off the ground oh and falling trees,storm
weekend of worry millions bracing for hit from hurricane sandy httptcowcwaep sent via the fox news android app,storm
water aisle at local supermarket i think someone heard that that sandy is coming hurricanesandy httptcourdzxzsfuck your snow in newcastle we got a hurricane incoming to nyc yo no real talk i am jealoushmm i wonder where ill put my car when hurricane sandy gets here,storm
wowshop rite has no more watershocker lol frankenstorm httptcofjojersey bouta get fucked up by this hurricane notrad,storm
tweathergeek good morning still a bit unclear on this storm will be watching it closely preempted today because of sandy see you next week with mama mia persian cucumbers httptconzocxos,storm
come at me sandy newenglandbrewing ghost pigeon porter growler new england brewing company httptcovawvvidi cant wait for this storm to makes it way over here i hope the strong winds pick this place up and throw it into the soundfixing the stock room damn you hurricane sandy foot locker httptcokslsvp,storm
preparing for sandy httptcoifszeula,storm
im starting to get legitimately worried about this hurricane,storm
im not understanding why montclair hasnt cancelled classes for this monster storm yet truedoing some food shopping b the storm supermarkets r packedflying back to chi fucksandyaishabonitaaa lol see what i retweeted from hurricane sandy i mean u prolly already did bc u stalk me beer check water check canned food check flashlight check ready for sandyattn mammalssuck i now have candy frankenstorm can now start,storm
odernscientist my laptop came home with me hurricane prep done,storm
ictoriabrielle its supposed to storm tonightlescarpeeyborsa mao gyud the last storm nabahaan ila house rg til now wala pa naayo,storm
where is this hurricanethe image of hurricanesandy seen from space is amazing httptcovpiztttdoes somebody want to let me borrow a kayak for sandy,storm
soooooo im gunnaa be home alone during this hurricane and i live by the beach defiantlydying,storm
hurricane sandy may cause evacuations in stamford stamford residents living near long isla httptcoshlav stamford ct topixi hope the hurricane tears down my school into a million pieces hehe i love schooli better make it home before sandy gets here,storm
buying stuff for sandy cvs httptcolmswcuracked up on frosted flakes amp drakes cookies before that bitch sandy comea friends emergency kit list from her apartment suggests including photos of family members sandypanic httptcounzbanty,storm
metereologist tracking sandy just as good as paranomal activity they can scare the hell out of people,storm
moms said cuz of the hurricane blackouts poseta last like days stuck here with only my familys company i will lose ma sanity,storm
this storm is gonna fuck up the week,storm
at least our first storm while weve been living in the us has a cool name frankenstormccritelli me and gina were thinking on halloween if we are still going trick or treating because we have to prepare for the storm,storm
im getting scared hurricanesandy worried barnegatbay,storm
vacchianonydn frankenstorm now thats some media hype if ive ever heard it lol i know you didnt start itwell were stuck in new york for a few days because of the hurricane whats an emergency kit who moved my cheese where are my pantsto wor,storm
a tsunami warning is issued for hawaii following quake in nw canada hurricane sandy aims at ny nj ct biztato elorejelzesek,earthquake
need to get outta here before that whore sandy arrivesmayormark just saw the weather channel updated storm surge there calling for to feet unreal in long island soundso now theyre calling it frankenstorm really oyveyi feel bad for the animals at the zoo cause of storm coming wait did they ever shut down bridgeton zooharumble yup the delightful sandysandy where are ya stepfather has the candles and flashlights waiting for you calmbeforethestormposting updates from woodbridge nj hurricane sandy httptcofofpskvz,storm
atiechoudhary accomplished and ready for sandy in nj,storm
service before the storm city wide church httptcottiacsandy subway stop running pm buses stop pm today be safe nyc mta,storm
wow after the sandy hits were suppose to get a blizzard fohhurricane sandy is somethin serious,storm
this is why i love hurricanes riding all night firefighterproblems farmingville fire department httptcosjdqmlgdgettin ready for this stormdear sandy you may have been badass in grease but i would appreciate if you didnt get all in my business this week,storm
insper i know the storm is gonna stay over us until tuesday morning so no mikey for tonight and monday before the storm central park reservoir lake httptcoxnganasw,storm
gracejones hurricane tour frankenstorm newyorkcity roseland ballroom httptcocrdveaqbrooklynnews will alternate side parking be suspended for the hurricaneappropriate supplies for the hurricane sandy httptcokwgwmtr,storm
lovely quiches presandy waiting sandy frankenstorm the blue stove httptcohxoolh,storm
hurricane sandys fuckin with my plans thatsthatshitidontlike,storm
arisolny gracias bon boncuidate tu tambien sandy on the wayready httptcoolxwuovery small amount of people heading back in to the city today sandy new haven union station w others httptcoxgyiaoodalready the dumb stupid ignor,storm
welp minimes school is closed tomorrow bc of sandyi hope dis storm dont knock my cable out youngreek video just flooded my time line more than this storm is about to lol,storm
dont forget your frankenstormsupplies whole foods httptconfkfrohwalking to taco bell cuz we aint scared of no damn hurricane httptcoantaythow i prepare for sandy i get a pedicure,storm
you know is official when square has a check in for it frankenstorm apocalypse hurricane sandy w others httptcowhvzilv,storm
the clam before the stormthe hurricane shop hurricanesandy new york city httptcodqnyhjv,storm
so my car has to stay outside in this storm while my grandma hides her car in the garage from the repo people tf,storm
just getting home and i dont plan on leaving until after this storm,storm
getting emergency provisions for sandy growler station httptcokjxjtbhurricane sandy lmfaoooo httptcobpucatjf,storm
its not even hurricane season yallsitting in carrollpark with my mocha latte from smithcanteen enjoying the calm before the storm sandyeveryone please stay inside and be safe during this hurricane i am praying for all of us in ct ny and nj keep your pets safe too sandy,storm
running away from sandy john f kennedy international airport jfk w others pic httptcocprpguv,storm
why is it sooo cold arent hurricanes suppose to be tropical things,storm
mass transit suspended starting tonight schools closed tomo etc stay safe everyone hoping sandy eases up by the time she gets herefor storm information call or your local equivalent not unless it is an emergency hurricanesandy,storm
theres a hurricane coming no school tomorrow and maybe tuesday,storm
my awesome sign ivybakery weather sandy hurricane doom nyc bakery apocolypse stockupo ivy bakery httptcodpmpadfinally gov christie is about to address for jersey about the hurricane,earthquake
public service announcement when the hurricane comes i repeat any who has a dub or more can come to mi casa for a smoke out hideoutwe are going to be open tonight for dinner service however we will not be open monday oct th due to storm sandyughh i feel the storm coming and its not this bitch sandy its lela smh i need to release some anger nd stress,storm
operation get the fuck out of new york me and storms do not get alongbeer bottle of jack bottle of rum and a couple bottles of vodka im prepared for the hurricane sandy,storm
canceled flight wheres the hurricane party athurrrlcanesandy twerkin up on tha east coast jaimeskyeesandy is shutting down the subway daaamn gurrrl,storm
ytimes east coast prepares for storms arrival httptcomrwxldsnleaving nyc before sandy arrival port authority bus terminal httptcoigjggktf,storm
edr the leaves were so amazing driving up the hutch in route to ct well see if sandy blows it all awayi honestly dont think this hurricane thing will do anything,storm
auntie em auntie em frankenstorm apocalypse hurricane sandy w others httptcoopvls,storm
idc if theres a hurricane omw to work tomorrow and my mom doesnt drive me i will put my rainboots on and walkreally hoping the storm wont be that bad cause aint nobody got time for power outages ughh,storm
hurricanesandy aint got shit on the wicked witch of north salem realtalkbeen to key food a million people there waited to check out a half an hourshocksandy,storm
flights getting cancelled due to frankenstorm east coast over reacting to the storm its only category peoplewent to the pharmacy to pick some last minute stuff and the condom isle was as empty as the water isleso thats what you do during a stormpersonal storm shelter all to myself lol httptcovllagkchipotle is closed the bar at bryant park is closed im leaving this damn city thankssandyshe huffed and she puffed and she blew my house down sandy idareyoudude im actually terrified of this storm but im making the best of it davemallet hoboken hurricane survival kit kettle jamo pack solos sandy were ready for ya bring it on we got thisstaying with brandon during the storm lol were gunna kill each other before the storm mta subway houston st httptcorvnvosnvleg day before sandy hits life health amp fitness httptcohuzphgexcites to spend these stormy times with my second fam beraardesco blairberardesco,storm
this place is pretty empty considering the storm warning i guess asians arent worried asian food market httptcolwplogot the last case of water wholefoods winning hurricanesandy khushkirpalani hiralcp karishmer,storm
the storm is hitting us directly in a hole i go,storm
ru newark never cancels anything they dont care about hurricanes typhoons snow storms columbus day etc overit nocancellations rtnathali lmfao cleevycleeve really thinks he makes better arepas then me ill go buy the masa when were not on hurricane watchhurricane prep sandy frankenstorm kmart w others httpstcotmncuzfethree two one here comes the hurricane babyremember it could be your stay safe everyone sandy tweet that saves a lifeforget sandy these guys are going to ride out this storm coleman playground skatepark httptcogccfdprelax everybody were gonna get through this storm togethersuavemarci this storm is ultimately blowing mines im mad sl cant do nothing for days but stay inna housenothing left but croutons frankenstorm sandy dagostinos w others pic httptcohvjpmrlfuofsc sending prayers to nycgamecocks dcgamecocks and all gamecocks in sandys path stay safe strongyankeegamecocks,storm
amesyammouni good morning please pray for your usa east coast fans like me because a horrible hurricane is hitting us very soon,storm
ive just unlocked the history badge on the red cross hurricane app httptcoxrzlxvo httptcojfdbkx,storm
hoping and praying i can get outta here before the storm hits or else im gonna be stuck in jersey till thursday hurricanesandyempty racks at the wine store new yorkers obviously have the right prestorm priorities pic httptcoxlqtovlsandy hates new yorkkerrymaylouise no idea maybe later in the week theyve cancelled all flights and the hurricane is to last til tuesday at least,storm
these past couple hurricanes have been so clutch last year i got time off from preseason and now my midterms are pushed backvery quiet out where we livewondering if its going to be a repeat of irene in or the real deal sandy frankenstorm jayra,storm
i fucks wit sandy nyc subway system prepping to shut down in about minutes sandy sandyny httptcodkhtpn,storm
calm before the storm heading home after making election calls ready to hunker down hey we are all in this together httptcohlxlrzvafinal prehurricane hurrah the tippler httptcoksenqkjbthe line of planes to get out of jfk before hurricanesandy comes httptcodrkshxnggo away sandy we r cooking serving eating and drinking tonight come by barbuto httptcoezmoycsfrt breakingnyc hurrigeddon the ultimate hurricane sandy dining guide to nyc httptconbmhso via httptcoufhq,storm
goodbye pier sandy ocean grove fishing pier httptcovwolyhaj,storm
last meal before the storm chit chat diner w others pic httptcoowcwxprin case the sign didnt tip you off high winds are coming sandy frying pan httptcocuqqdlong over due pampering hurricanesandy athenas nails httptcombfqb,storm
i just want this storm to hit so we have some excitement,storm
canceled flight frankenstorm supplies and cookie dough gourmet fresh httptcowbiqkjlucillekid bit windy but im fucking loving the whole hurricane shit,storm
the frankenstorm is coming the frankenstorm is coming its alive hurricanesandy sandy,storm
these hurricane sandy tweets are killing me ahahahauauahahahahahaahthe city that never sleeps is asleep except for all the people walking the streets with suitcases strange sandy nycnyc sandy alert nothing going on at the this time stay tuned,storm
getting ready for the hurricane here at the jersey shore should be a wild couple days billsmafia,storm
the hurricane must be real all nyc starbucks are closed tomorrow frankenstorm,storm
this shell is out of gas sandy shell gas station pic httptcojewplnq,storm
frankenstormapocalypse times square w others pic httptcowonrtrw,storm
hurricane sandy coming i hear that wind outside,storm
frankenstorm is a coming time to batten down the hatches andmove in to work for three days httptcosrtfkhtgwell no more work for today stuck at home during storm anyway it s good time cozy little residence httptcodlsfeq,storm
intoinc a bullseye hit on ny harbor storm surge up to ft water to flood subways most of us have not seen anything like this in nyzangschwag jeremylevart what happened sandyhandy,floods
because reasons hurricanesandy nyc associated supermarket httptcougjyxyx,storm
i cant wait for this hurricane is that weird,storm
spca made sure our doggie manhattan has his emergency stash of food frankenstorm hurricanesandy food httptcoldcymlgdi got reeses mini muffins amp water im set for sandyso about these hurricane festivities chillin with mi hermano for,storm
sunday night pm brooklyn ny dumbo sandy at brooklyn spot vid httptcozivnbuive just realized how unliterary the frankenstorm reference actually is oh no a scientist,storm
im gonna use this storm to catch up on my school workfrankenstorm bringing nyers together frankenstorm apocalypse hurricane sandy w harlemvoice httptconysgl,storm
lmao frankenstorm apocalypse hurricane sandy w masterjao httptcoaihmfy,storm
hoping amp praying this storm isnt as bad as it looks crossing fingersmimosas and a fire with the fam sandy stephens residence httptcorhvgavjhurricane party lets blog this bitch sandy httptcoqdskjof course tony pep and i dont listen to anyway and decide to go out tn sandywho thestormscoming bol we ran outside screaming were ready sandy den da cops came i was out,storm
ready for hurricanesandy be safe everyone newyork nyc queens hurricane instamo fresh meadows ny httptcopboboyh,storm
thank you hurricane sandy for giving me time to write to family and friends tomorrow handwrittenletters spcampuspreps socialprimerdam how iiwiish iinew how to drive soo freakin bored dam sandy hurricane got niqqahs on lock dwn unless ya got riide lol,storm
yaboybillnye ight yall ima teach you bout this bitch ass hurricane sandy comin thru httptcoxobinlvl sp,storm
waiting cmonson hurricanesandy frankenstorm apocalypse hurricane sandy w iratherwalk kellyreeves httptcosjronloving this vacation timeeven though hurricane sandy is coming whateverim so tired of not having cable i cant watch anything but all this sandy scariness,storm
rt ittstormtips women a hurricane is no exception ask your husband for permission before leaving the house mittstormtips sandycraziestbabeeva nt bad geared all up for d anticipated hurricane shi u dis bitch was like im dying at hurricane sandy tweets and im like you about to be dyin in real life hoe this isnt funny at allstill gunna get my taco in the hurricane on tuesday fuckit passalready imbored wannagotothegym,storm
wyomings like haha fuck you guys sandysure to be storm survivors roosevelt island httptcojceiqvrdstorm chasing keyport nj fishing peir httptcopxztnk,storm
holy fuck look its sandy httptcocujcijpthis is the way to survive a hurricane httptcowkgorosky in new york the night before hurricane sandy puerto de acapulco httptcohaowshgg,storm
favorite sandy potential victim quote im battlin sandy with rum it says one part grapefruit juice splash of cranberry and grenadine,floods
i dont know anything about hurricanes or weather but this is a category one and they keep using words like historic and deadly idk,storm
its starting sandy hurricane httptcojnswozlafrankenstorm why are hurricanes named after women because we arrive wet and wild and then leave with your house and caran official ny resident for at least more hours with chefwurster stranded nyc sandyever since rumor of this storm hitting everyones suddenly grown a vagina manuppussies,storm
school canceled couse of hurican sandycalm before the storm cliffsidepark newjersey nyc newyorkcity manhattan cityscap cliffside park nj httptcotshfincome at me sandy im home and did not evacuate so do your worst lets see what ya got,floods
nobody blows harder than sandyhalloween frankenstorm apocalypse hurricane sandy w others httptcodeepj,fire
looking out the window its so silent this is either gonna be a hardcore storm or,storm
in the morning amp its still not raining this storm is bullshitwhere the fuck is sandywith all these free days coming up i can barely think of what to do yeahright lol im going to relaxmyassoff hahahaha nysandyphilleeezy come keep me company during the hurricanert shootingsarr when df this hurricane gone start shit ive been waiting all day,storm
so windy outside no rain yet sandynyc residents brace for sandys arrival httptconulfbqs universityheights washington washingtondc,storm
working into the hurricane so that you can all get the latest news cbs broadcast center httptcodnlxubv,storm
this hurricane was so wackk but hey ii got a new hair color out of it lmao httptcopjwpfgbready for sandy emmons avenue httptcocevbzkarmoving slow and now not hitting till tonight wee frankenstorm apocalypse hurricane sandy w others httptconofsod,storm
sheeeees heeeeere hurricane sandy battery park city zone a pic httptcoveupwpohmysimpleplan neither can i im nervous about this hurricane thats gonna slam my entire area tonight,storm
sandy side by side with last years hurricane irene as comparison httptcodeivu hurricanesandy sandy,storm
frankly im in new york right now and im watching the weather channel and hurricane sandy is a bit shiti really want my morning venti soy chai but all starbucks are closed sandyisabitch sandyweallhateyou,storm
no rain yet but plenty of wind ready as well ever be sandyfrankenstorm police have all entries to downtown highlands blocked offugh leaving my apartment to go into the unknown they better allow us back here im freaking the fuck out go away sandymarashomemade thats a hell of a storm surge not seeing much here in the city yet stay safepiersmorgan wondering how many babies in new york will be called sandy in months time makethemostofitdanbowens i love how in the midst of a hurricane your hair looks dry lol,storm
prepping for the storm hiding out in joes apartment making penne ala vodka and parm chicken incase the power goes outhide your kids hide your wife frankenstorm apocalypse hurricane sandy w others httptcotcqgclsandy is interrupting my sleep,storm
elaconcha will open at am today and stay open till which time that it starts to become unsafe sandy cigars,storm
you know its a serious storm when theres only a handful of places open on seamless sandy,storm
wait what time is the storm supposed to be the worst,storm
pray for me in the hurricane,storm
hows it going in your neighborhoods take a photo if you can frankenstorm apocalypse hurricane sandy pic httptcogjdofpzn,storm
cnn what to expect when hurricane sandy hits httptcongqtcn doggoneblog,storm
hotel provide us with some rain equipment also gave us a bigger room sandy httptcobqpcapkhightide coming in sandy frankenstorm bellisland east beach bell island httptcoudtcllm,storm
hunkered down for hurricane sandy windchimes are clanging got food water kittehs batteries amp chocolate httptcozfcnmwelon storm watch from the lounge at the mandarin oriental httptcopopetwaffles bacon and love happy hurricane sandy central park west httptcopppbhk,storm
we are ready hurricanesandy lorss place httptcoaqtxpuzm,storm
